,date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,cCFR,cum_subn,newCases_regression,real_newCases,Re,Re_ub,Re_lb
0,2020-03-16,Brazil,CE,Fortaleza/CE,2304400,0,0,8,8,0.0,0.2997,0.0,SES,0.11614271325864628,0.056568335762647554,9.15408415343513,0,0.0,0.0,0.0
1,2020-03-17,Brazil,CE,Fortaleza/CE,2304400,0,0,1,9,0.0,0.33716,0.0,SES,0.11614271325864628,0.056568335762647554,10.379838453436442,185,0.0,0.0,0.0
2,2020-03-18,Brazil,CE,Fortaleza/CE,2304400,0,0,8,17,0.0,0.63686,0.0,SES,0.11614271325864628,0.056568335762647554,11.747432140353954,212,0.0,0.0,0.0
3,2020-03-19,Brazil,CE,Fortaleza/CE,2304400,0,0,0,17,0.0,0.63686,0.0,SES,0.11614271325864628,0.056568335762647554,13.270031134947,231,0.0,0.0,0.0
4,2020-03-20,Brazil,CE,Fortaleza/CE,2304400,0,0,46,63,0.0,2.36013,0.0,SES,0.11614271325864628,0.056568335762647554,14.961583978491797,262,0.0,0.0,0.0
5,2020-03-21,Brazil,CE,Fortaleza/CE,2304400,0,0,13,76,0.0,2.84714,0.0,SES,0.11614271325864628,0.056568335762647554,16.83681084720266,345,0.0,0.0,0.0
6,2020-03-22,Brazil,CE,Fortaleza/CE,2304400,0,0,40,116,0.0,4.34564,0.0,SES,0.11614271325864628,0.056568335762647554,18.911183390750043,351,0.0,0.0,0.0
7,2020-03-23,Brazil,CE,Fortaleza/CE,2304400,0,0,35,151,0.0,5.65682,0.0,SES,0.11614271325864628,0.056568335762647554,21.200894469248055,378,0.0,0.0,0.0
8,2020-03-24,Brazil,CE,Fortaleza/CE,2304400,0,0,19,170,0.0,6.368609999999999,0.0,SES,0.11614271325864628,0.056568335762647554,23.722816888250634,382,0.0,0.0,0.0
9,2020-03-25,Brazil,CE,Fortaleza/CE,2304400,0,0,26,196,0.0,7.342630000000001,0.0,SES,0.11614271325864628,0.056568335762647554,26.494450274075874,487,0.0,0.0,0.0
10,2020-03-26,Brazil,CE,Fortaleza/CE,2304400,3,3,28,224,0.11239,8.391580000000001,0.01339,SES,0.11614271325864628,0.056568335762647554,29.533855293587486,520,0.0,0.0,0.0
11,2020-03-27,Brazil,CE,Fortaleza/CE,2304400,0,3,44,268,0.11239,10.03993,0.01119,SES,0.11614271325864628,0.056568335762647554,32.859574504606044,548,0.0,0.0,0.0
12,2020-03-28,Brazil,CE,Fortaleza/CE,2304400,1,4,36,304,0.14985,11.38857,0.01316,SES,0.11614271325864628,0.056568335762647554,36.49053922635129,647,0.0,0.0,0.0
13,2020-03-29,Brazil,CE,Fortaleza/CE,2304400,1,5,34,338,0.18731,12.6623,0.014790000000000001,SES,0.12198536133246282,0.0538589214987355,40.445961944363155,965,2.2325710699721,2.2934909698453696,2.1801777165482665
14,2020-03-30,Brazil,CE,Fortaleza/CE,2304400,0,5,15,353,0.18731,13.224229999999999,0.014159999999999999,SES,0.11588356364232154,0.05669483914283585,44.74521391149165,502,1.9830099308333884,2.0303578144907566,1.9377083559718975
15,2020-03-31,Brazil,CE,Fortaleza/CE,2304400,1,6,18,371,0.22476999999999997,13.89856,0.01617,SES,0.11813669939478785,0.05561353951530718,49.40768777564729,1019,1.911013751377857,1.9542951562021789,1.867517881790912
16,2020-04-01,Brazil,CE,Fortaleza/CE,2304400,0,6,42,413,0.22476999999999997,15.471979999999999,0.014530000000000001,SES,0.1227636303149658,0.05351747894017002,54.45264525547585,1375,1.9047362878567373,1.9481139224453177,1.865240045739156
17,2020-04-02,Brazil,CE,Fortaleza/CE,2304400,-6,0,113,526,0.0,19.70523,0.0,SES,0.11614271325864628,0.056568335762647554,59.89905009588707,591,1.7139388145371977,1.7531958045521745,1.6761485166526735
18,2020-04-03,Brazil,CE,Fortaleza/CE,2304400,17,17,74,600,0.63686,22.47745,0.02833,SES,0.11213029111160101,0.05859255277827659,65.76538676482419,825,1.5937852511152,1.6280591655750958,1.561219628104082
19,2020-04-04,Brazil,CE,Fortaleza/CE,2304400,1,18,81,681,0.67432,25.51191,0.026430000000000002,SES,0.11028151437093069,0.059574807595603706,72.0694655986695,1062,1.5220083959630375,1.5557730991894578,1.4886444290952534
20,2020-04-05,Brazil,CE,Fortaleza/CE,2304400,8,26,188,869,0.9740200000000001,32.554840000000006,0.02992,SES,0.11958857239609888,0.05493835964726611,78.82821536354594,2315,1.6420135014126953,1.6695710952061833,1.6113330909424777
21,2020-04-06,Brazil,CE,Fortaleza/CE,2304400,1,27,60,929,1.01149,34.80258,0.029060000000000002,SES,0.1163669315371528,0.056459338690239315,86.05746447025633,1147,1.5946279091452589,1.6210373010867871,1.5677981589500853
22,2020-04-07,Brazil,CE,Fortaleza/CE,2304400,3,30,124,1053,1.1238700000000001,39.44792,0.028489999999999998,SES,0.11584097742118213,0.05671568167205952,93.77171235791342,1596,1.6033473535483032,1.630584893634606,1.576877223298459
23,2020-04-08,Brazil,CE,Fortaleza/CE,2304400,15,45,185,1238,1.6858099999999998,46.37847,0.03635,SES,0.11733795104141156,0.055992114586024086,101.98389284118653,1988,1.6226663845695775,1.6496533032690983,1.5985702432993536
24,2020-04-09,Brazil,CE,Fortaleza/CE,2304400,0,45,45,1283,1.6858099999999998,48.06428,0.03507,SES,0.11376102558182012,0.05775264389889551,110.70513149376413,1382,1.5444090616853627,1.569944623946824,1.5207670864782323
