,date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,cCFR,cum_subn,newCases_regression,real_newCases,Re,Re_ub,Re_lb
25,2020-04-02,Brazil,AL,Maceió/AL,2704302,0,1,0,13,0.09813999999999999,1.27583,0.07692,SES,0.06858547230082455,0.09579288119768498,2.7901216118438126,22,2.3511485165044466,2.803374253672665,1.9629821733624935
26,2020-04-03,Brazil,AL,Maceió/AL,2704302,1,2,4,17,0.19627999999999998,1.66839,0.11765,SES,0.06858547230082455,0.09579288119768498,3.2735728433001587,26,2.32005048419995,2.7082712476352073,1.963629384118177
27,2020-04-04,Brazil,AL,Maceió/AL,2704302,0,2,0,17,0.19627999999999998,1.66839,0.11765,SES,0.06858547230082455,0.09579288119768498,3.824749109541379,38,2.341830701499791,2.6751410794765533,2.0307646375985673
28,2020-04-05,Brazil,AL,Maceió/AL,2704302,0,2,3,20,0.19627999999999998,1.96281,0.1,SES,0.06858547230082455,0.09579288119768498,4.450380134390808,50,2.4376206383105474,2.7373085825766656,2.158620105465139
29,2020-04-06,Brazil,AL,Maceió/AL,2704302,0,2,2,22,0.19627999999999998,2.15909,0.09091,SES,0.06858547230082455,0.09579288119768498,5.157457099161827,48,2.4066515013115937,2.7125478045543847,2.153137976922401
30,2020-04-07,Brazil,AL,Maceió/AL,2704302,0,2,2,24,0.19627999999999998,2.35537,0.08333,SES,0.06858547230082455,0.09579288119768498,5.953188661646339,50,2.3345240237420826,2.5726599976043536,2.09403029264792
31,2020-04-08,Brazil,AL,Maceió/AL,2704302,0,2,3,27,0.19627999999999998,2.6497900000000003,0.07407000000000001,SES,0.06858547230082455,0.09579288119768498,6.8449506325707254,87,2.427952395922903,2.6695142478111804,2.2087009200231615
32,2020-04-09,Brazil,AL,Maceió/AL,2704302,1,3,0,27,0.29441999999999996,2.6497900000000003,0.11110999999999999,SES,0.06858547230082455,0.09579288119768498,7.840229822822111,86,2.3857214457429636,2.615543010012817,2.193361716922324
33,2020-04-10,Brazil,AL,Maceió/AL,2704302,0,3,7,34,0.29441999999999996,3.3367699999999996,0.08824,SES,0.06858547230082455,0.09579288119768498,8.946562742942907,100,2.364644523269204,2.5631606415305543,2.152527799028791
34,2020-04-11,Brazil,AL,Maceió/AL,2704302,0,3,3,37,0.29441999999999996,3.6312,0.08108,SES,0.06858547230082455,0.09579288119768498,10.171469995802983,95,2.274243517061701,2.441952553555137,2.1126452456588165
35,2020-04-12,Brazil,AL,Maceió/AL,2704302,0,3,0,37,0.29441999999999996,3.6312,0.08108,SES,0.06858547230082455,0.09579288119768498,11.522387348766758,113,2.1715884476258407,2.3350025721505063,2.003308439049875
36,2020-04-13,Brazil,AL,Maceió/AL,2704302,1,4,10,47,0.39255999999999996,4.6126,0.08511,SES,0.06858547230082455,0.09579288119768498,13.006594598179854,167,2.1630559488156633,2.2977082791119656,2.0240818589161456
37,2020-04-14,Brazil,AL,Maceió/AL,2704302,0,4,12,59,0.39255999999999996,5.79029,0.0678,SES,0.06858547230082455,0.09579288119768498,14.63114344222237,155,2.082589037849235,2.219459030019901,1.9653560797147078
38,2020-04-15,Brazil,AL,Maceió/AL,2704302,-1,3,8,67,0.29441999999999996,6.575410000000001,0.04478,SES,0.06858547230082455,0.09579288119768498,16.40278565442704,174,2.031082149753541,2.1426985744683478,1.905901569214731
39,2020-04-16,Brazil,AL,Maceió/AL,2704302,0,3,3,70,0.29441999999999996,6.86983,0.04286,SES,0.06858547230082455,0.09579288119768498,18.327902896597717,223,2.0211590024625132,2.132148193494835,1.9215380253748036
40,2020-04-17,Brazil,AL,Maceió/AL,2704302,2,5,20,90,0.4907,8.83264,0.055560000000000005,SES,0.06902136186079728,0.09518792186758669,20.412439524606594,242,1.9881849964169274,2.0885066786696314,1.891479459122721
41,2020-04-18,Brazil,AL,Maceió/AL,2704302,1,6,17,107,0.5888399999999999,10.50103,0.05607,SES,0.06952552172525922,0.0944976727533576,22.661839722752543,243,1.9222385789426801,2.017759234822085,1.824009783985285
42,2020-04-19,Brazil,AL,Maceió/AL,2704302,3,9,24,131,0.88326,12.8564,0.0687,SES,0.06939043925397798,0.09468163151342725,25.080990252252136,256,1.8525154561223374,1.929400679701502,1.7731251441310594
43,2020-04-20,Brazil,AL,Maceió/AL,2704302,3,12,9,140,1.17769,13.73966,0.08571000000000001,SES,0.06933134523906027,0.09476233264111768,27.67417001829244,294,1.8018200953206391,1.8732222763304662,1.7298405294589236
44,2020-04-21,Brazil,AL,Maceió/AL,2704302,1,13,36,176,1.27583,17.27272,0.07386000000000001,SES,0.06932757544829242,0.09476748548490921,30.445007550184048,331,1.7458412263844585,1.8098904366247435,1.6835898321355416
