09/03/2020;2.778621965
10/03/2020;2.684009716
11/03/2020;2.64054392
12/03/2020;2.548818895
13/03/2020;2.470470263
14/03/2020;2.436525489
15/03/2020;2.393091136
16/03/2020;2.348277809
17/03/2020;2.307512477
18/03/2020;2.280902646
19/03/2020;2.175689126
20/03/2020;2.116012441
21/03/2020;2.134073684
22/03/2020;2.184768364
23/03/2020;2.152960848
24/03/2020;2.159166906
25/03/2020;2.150813698
26/03/2020;2.042156692
27/03/2020;1.944647442
28/03/2020;1.871064356
29/03/2020;1.830667748
30/03/2020;1.82991932
31/03/2020;1.853780011
01/04/2020;1.905693378
02/04/2020;1.873289995
03/04/2020;1.786032326
04/04/2020;1.744765295
05/04/2020;1.711385385
06/04/2020;1.704623567
07/04/2020;1.650273849
08/04/2020;1.614024695
09/04/2020;1.555896392
10/04/2020;1.495665987
11/04/2020;1.458592591
12/04/2020;1.426300598
13/04/2020;1.399250745
14/04/2020;1.371802487
15/04/2020;1.367277275
16/04/2020;1.34746624
17/04/2020;1.317662095
18/04/2020;1.283311866
19/04/2020;1.247786599
20/04/2020;1.244724103
21/04/2020;1.246736277
22/04/2020;1.26420245
23/04/2020;1.26835835
24/04/2020;1.254906082
25/04/2020;1.242865119
26/04/2020;1.225472287
27/04/2020;1.208969892
28/04/2020;1.194433945
29/04/2020;1.194349909
30/04/2020;1.204466998
01/05/2020;1.195483339
02/05/2020;1.184102428
03/05/2020;1.169999001
04/05/2020;1.153544968
05/05/2020;1.149962948
06/05/2020;1.139409682
07/05/2020;1.135995274
08/05/2020;1.130519881
09/05/2020;1.121320926
10/05/2020;1.117879949
11/05/2020;1.112272423
12/05/2020;1.109506564
13/05/2020;1.099443173
14/05/2020;1.104911561
15/05/2020;1.109872146
16/05/2020;1.114653346
17/05/2020;1.119066024
18/05/2020;1.111807167
19/05/2020;1.117892188
20/05/2020;1.123903293
21/05/2020;1.129105314
22/05/2020;1.138519042
23/05/2020;1.145243645
24/05/2020;1.152487225
25/05/2020;1.158559399
26/05/2020;1.166573721
27/05/2020;1.175386153
28/05/2020;1.186064324
29/05/2020;1.195966693
30/05/2020;1.207166447
31/05/2020;1.220006154
01/06/2020;1.231797115
02/06/2020;1.242594479
