Si,Sj,Ei,Ej,Ii,Ij,Ri,Rj,Hi,Hj,Ui,Uj,Mi,Mj
5975748.16080665,23914075.222083442,151586.8411237011,606628.496342266,659731.8270903145,2640150.84156397,35212933.17097929,140839145.44001043,204872.2395698886,480075.33252300025,56305.55334935084,95208.43817371581,2370.7963070768633,558.0930639683165
5954150.867514934,23827645.994734313,142866.76619067695,571732.0244229415,624076.0126060232,2497461.456676026,35278906.35368832,141103160.52416682,194050.08910383118,454715.8817219934,53339.39982518459,90192.89659052252,2243.0882121070695,528.030168312794
5933794.657243209,23746183.401168644,134649.62322426727,538848.2131040238,590241.7645835563,2362061.7158930115,35341313.954948924,141352906.66983443,183762.1205372194,430608.17470522976,50519.07155734815,85423.93450155812,2121.8584428604795,499.4922913352052
5914607.879136671,23669400.70508407,126906.4766859512,507861.2665677913,558147.5127700542,2233625.1869245153,35400338.13140728,141589112.84142375,173985.78057778656,407699.3625399135,47838.45333828291,80891.21155276788,2006.8219995840918,472.4123431786023
5896523.043967787,23597027.824405428,119610.01651764475,478661.89393287385,527714.056830239,2111834.921545622,35456152.88268429,141812475.3601162,164699.06303332205,385937.8783080076,45291.57500374315,76584.63264737756,1897.7015434181842,446.7250373849031
5879476.5815076195,23528810.360320088,112734.47567428353,451146.9792316405,498864.65445074404,1996383.8081776346,35508924.288367316,142023658.85227078,155880.54411927657,365273.5198422403,42872.62132886251,72494.36467939502,1794.227793222813,422.3669843091244
5863408.611854071,23464508.682166826,106255.55019297579,425219.26153857226,471525.08414052636,1886974.8232061993,35558810.75381239,142223297.23308855,147509.41018935153,345657.51470695646,40575.939853540745,68610.84976574895,1696.13982513253,399.27676163552695
5848262.729979821,23403897.065228015,100150.322028631,400787.0261696682,445623.68576506886,1783321.1931932939,35605963.26222644,142411994.71540916,139565.47871763495,327042.569365376,38396.04686141366,64924.81535627593,1603.18528607779,377.39496464123994
5833985.80278724,23346762.87857288,94397.18481548603,377763.8075908678,421091.38159428816,1685146.4791078982,35650525.630802944,142590326.83472848,132029.2132969249,309382.90432503703,36327.631719546254,61427.28157181431,1515.1205316012342,356.6642386386588
5820527.777984264,23292905.820206556,88975.77265536402,356068.1044390176,397861.6803979566,1592184.592715282,35692634.768962376,142758841.48263928,124881.73335611625,292634.27690846537,34365.559769421954,58109.566092649125,1431.71069742058,337.02929582157964
5807841.504123361,23242137.196892172,83866.89198519514,335623.1068655966,375870.66688923375,1504179.7543315573,35732420.937002175,142918059.9419108,118104.81924034654,276753.993157438,32504.873943907947,54963.28689267876,1352.7297133530526,318.43691854305644
5795882.5611746535,23194279.24612917,79052.45653686309,316356.436255479,355056.97859734937,1420886.400271521,35770008.0036911,143068477.91734394,111680.91324130482,261700.91024729857,30740.79526974245,51980.36308908337,1277.960267423395,300.8359508663115
5784609.101033604,23149164.4978882,74515.42537054059,298199.89724535326,335361.77204498707,1342069.0474954646,35805513.701550834,143210566.5573711,105593.11711190484,247435.43066311424,29068.722400771137,49153.01415306321,1207.1937272309879,284.1772800543042
5773981.697392815,23106635.173819937,70239.74393722118,281089.2418645442,316728.6799145965,1267502.1221949887,35839049.87875533,143344773.46212065,99825.18654952326,233919.48927229733,27484.230313689983,46473.75770443867,1140.2300249529562,268.4138094990929
5763963.2044364335,23066542.62177061,66210.28810615855,264963.94554096437,299103.7607105811,1196969.7583483986,35870722.74674679,143471523.67434016,94361.52308525199,221116.53431876225,25983.06828544489,43935.40609158606,1076.8775117096282,253.50042443899775
5754518.623843828,23028746.783550058,62412.8110775324,249766.99465332172,282435.4422607547,1130265.5716217516,35900633.12281785,143591220.650175,89187.16377309905,208991.503261721,24561.157259693715,41531.06193832403,1016.9527864159759,239.39395166967972
5745614.979616727,22993115.694008153,58833.89308912728,235444.68526456153,266674.4602501857,1067192.4133902409,35928876.667043924,143704247.20733717,84287.76903274065,197510.7942877111,23214.5866988407,39254.11282094177,960.2805036865661,226.05311432435036
5737221.200270533,22959525.009581562,55460.89381749555,221946.43263824176,251773.79284299258,1007562.109104129,35955544.113068946,143810966.4486762,79649.60896218831,186642.23423718885,21939.611008084426,37098.225221534434,906.6931648506314,213.4384826780482
5729308.007956104,22927857.56457523,52281.907368424785,209224.59111692838,237688.59232219245,951195.1847213645,35980721.492353246,143911722.6595866,75259.54840247589,176355.0436067413,20732.645608648825,35057.33788813348,856.0308956661748,201.5124218208258
5721847.8141027745,22898002.95354092,49285.719748069794,197234.28392784958,224376.11456365816,897920.5844726138,36004490.35158546,144006842.17805874,71105.03100505724,166619.79921435908,19590.262728857837,33125.654717732,808.1412138954544,190.23903694427293
5714814.621196794,22869857.13820885,46461.76870443561,185933.24247435018,211795.6470569063,847575.3828109223,36026927.96304183,144096634.23650602,67174.06252389221,157408.39504792777,18509.186973929714,31297.637265141646,762.8787895164379,179.58411689452277
5708183.930331675,22843322.077517565,43800.10582866765,175281.65467076545,199908.4360921028,800004.4930247001,36048107.52774752,144181391.7747871,63455.19352803064,148694.0017557774,17486.290728266362,29567.996968611234,720.1051999934815,169.5150765621845
5701932.654188083,22818305.379372153,41291.360806527184,165242.02188202424,188677.61364862605,755060.3746563832,36068098.37135673,144261392.22408956,59937.501706725845,140451.02518240968,16518.58943755468,27931.687172216625,679.6886827131497,160.00089860494003
5696039.035121043,22794719.972841155,38926.707712261006,155779.0240366163,178068.12444506888,712602.7415671498,36086966.132721595,144336898.2615552,56610.573917559646,132655.06430202653,15603.236812138759,26383.89501512544,641.5038864053287,151.01207493127666
5690482.568051245,22772483.799578752,36697.83323960715,146859.39249169675,168046.6535430142,672498.272217758,36104772.9451661,144408158.5357119,53464.488108586076,125282.86885684729,14737.519987822068,24920.033248879186,605.4316231132343,142.52054831342997
5685243.927875186,22751519.52333074,34596.906767744236,138451.79024136797,158581.5548366342,634620.3234943216,36121577.61052041,144475408.3629337,50489.79522794482,118312.29696606427,13918.854675477029,23535.73203574944,571.3586220462483,134.4996544435516
5680304.901125935,22731754.25645083,32616.5521634471,130526.69907300652,149642.7807065196,598848.649193163,36137435.76600407,144538870.39528313,47677.50121861213,111722.27293429985,13144.78032653563,22226.8307739477,539.1772864445563,126.92406469886431
5675648.321632253,22713119.30241781,30749.82122443998,123056.3132914242,141201.81306855706,565069.124088448,36152400.04407472,144598755.26020244,45019.04918180283,105492.74545526222,12412.955337571522,20989.36998893595,508.78545440216675,119.76972983863261
5671258.009938961,22695549.91340467,28990.16867284409,116014.43964628136,133231.59600658936,533173.4743378881,36166520.225381576,144655262.1726113,42506.30177987784,99604.64637663239,11721.152313724795,19819.58332423577,480.0861644330941,113.01382481768961
5667118.716265615,22678985.062007498,27331.428611621282,109376.40311419783,125706.47014049924,503059.01483335556,36179843.384982236,144708579.52004507,40131.52393831918,94039.85016575323,11067.253407631473,18713.889659910205,452.98742642240387,106.63469486757762
5663216.066793955,22663367.226295676,25767.79236095677,103118.95820317935,118602.10884877357,474628.39397285954,36192414.03199629,144758885.4215284,37887.3658962887,88781.13419215188,10449.24574776818,17668.885382239918,427.4019984776975,100.61180296667112
5659536.513087168,22648642.187395126,24293.787595551596,97220.20546309558,111895.45643608757,447789.34621620947,36204274.242881164,144806348.26092568,35766.84664637515,83812.13992204357,9865.216967678478,16681.336823982638,403.24717008583013,94.92567879457191
5656067.28445584,22634758.83886375,22904.258707770095,91659.51290185165,105564.66831158914,422454.4526872076,36215463.78852477,144851127.1955473,33763.33779625207,79117.33510149558,9313.350845382722,15748.172890944608,380.44455188269774,89.55786924324191
5652796.343096577,22621669.007162765,21594.348325478633,86417.44202246614,99589.05322198424,398540.9099988572,36226020.25535593,144893372.64081603,31870.54787801912,74681.97698864367,8791.9230603619,14866.477887360754,358.9198722594031,84.49089053744153
5649712.341839763,22609327.282569326,20359.47991719609,81475.67821141277,93949.01756488155,375970.3074034647,36235979.16067813,144933226.7318159,30082.50712489167,70492.07668104171,8299.297073823524,14033.484549735482,338.6027809547465,79.70818199977145
5646804.584352683,22597690.859915227,19195.341420836947,76816.9652232306,88626.01179183261,354668.41230540077,36245374.06243462,144970823.76255625,28393.552729555297,66534.36457169252,7833.920136481933,13246.567296300733,319.42665972059734,75.19406148069294
5644062.9876535,22586719.3885733,18097.8698358522,72425.04352051252,83602.47889681674,334564.9641195068,36254236.6636138,145006290.6037868,26798.314593836705,62796.25695637605,7394.319426795823,12503.235697067323,301.32844009223095,70.93368246108015
5641478.046800229,22576374.8311478,17063.236721953814,68284.59224190902,78861.8049743055,315593.47641165863,36262596.91150349,145039747.10019875,25291.701575290906,59265.82380539719,6979.098321483486,11801.128167547915,284.2484282491769,66.91299282390136
5639040.801626951,22566621.33035761,16087.834550840023,64381.174583717424,74388.27182126572,297691.04721887456,36270483.09200092,145071306.44783992,23868.888232802292,55931.75770466843,6586.932799164004,11138.005887585923,268.13013691263876,63.11869528233173
5636742.805407204,22557425.083631627,15168.263860419886,60701.1863929564,70167.01154930715,280798.1774137306,36277921.919183046,145101075.5525618,22525.302070286358,52783.34396398744,6216.5679771346595,10511.746945307688,252.9201241923035,59.53820944377492
5634576.095331574,22548754.22496444,14301.321163965575,57231.807781551586,66183.96316646041,264858.5969509488,36284938.62033798,145129155.37030315,21256.611275006246,49810.43188434119,5866.814780576744,9920.340705001092,238.56783926764433,56.15963548274612
5632533.164693344,22540578.713607293,13483.987569402132,53960.95758238798,62425.83108260748,249819.09881216424,36291557.016654626,145155641.22999826,20058.712944835766,47003.40717095415,5536.546742870805,9361.882396690302,225.02547476596544,52.97171939018977
5630606.936682287,22532870.229194675,12713.418066579417,50877.25047852998,58880.04548822716,235629.3804474254,36297799.59976289,145180623.13987947,18927.721796964688,44353.16547449591,5224.696935186243,8834.567924303694,212.24782568086545,49.963819762432855
5628790.739692686,22525602.07293061,11986.93144286386,47969.95664688597,55534.72455272033,222241.89249838886,36303687.60431171,145204186.07792422,17859.959349013123,41851.08703928088,4930.255023078375,8336.688888601811,200.19215465997237,47.12587608948509
5627078.284057234,22518749.0744811,11302.000789743004,45228.963767020046,52378.63838602106,209611.69457792718,36309241.07676698,145226410.26717407,16851.943562264358,39489.01243434617,4652.264447469008,7866.627820428417,188.81806347924913,44.44837849967778
5625463.64012367,22512287.504240006,10656.2445653587,42644.7412547095,49401.17470536756,197696.31787353847,36314478.94060559,145247371.43663186,15900.378935707193,37259.21934090744,4389.819727095267,7422.853619355226,178.08737051247164,41.92233891558544
5623941.217595976,22506194.990655538,10047.418179980883,40208.30658823437,46592.30614790254,186455.6343371265,36319419.05807613,145267141.06841922,15002.147038771007,35154.40036779951,4142.063879278337,7003.917192396644,167.96399399824972,39.539263574707704
5622505.746066552,22500450.442322835,9473.406073408563,37911.19360328822,43942.55916910846,175851.73222106072,36324078.28869092,145285786.63185292,14154.297470013138,33167.64186504745,3908.185955681489,6608.4472871627195,158.41384090286866,37.2911268674253
5621152.256670134,22495033.974565625,8932.214255143926,35745.422639839584,41442.98446687933,165848.7977196123,36328472.544607826,145303371.80507502,13354.039228555792,31292.40370462988,3687.41868958921,6235.146513585838,149.40470117496878,35.17034644421215
5619876.064794314,22489926.840246223,8421.963279934938,33703.4724312749,39085.12887122018,156413.002475619,36332616.84305451,145319956.68484697,12598.73248474739,29522.49999674154,3479.0362511405074,5882.787548189799,140.90614718738973,33.16975954392246
5618672.7537853345,22485111.364558503,7940.881632927316,31778.25363273854,36861.00864008515,147512.39671431208,36336525.35594163,145335597.98509452,11885.880736322666,27852.080709391637,3282.3521068846285,5550.209514760194,132.88943816214862,31.2826004951238
5617538.159591462,22480570.883572917,7487.299500213735,29963.08389177653,34763.0841026621,139116.8077694286,36340211.45680564,145350349.22476596,11213.123336240087,26275.614158950477,3096.7169799917756,5236.314535214789,125.32742937628953,29.50247934286242
5616468.356289611,22476289.68631613,7059.642902022105,28251.664370209135,32784.235592438636,131197.74377084104,36343687.7652159,145364260.9055429,10578.22837836967,24787.870339243756,2921.516907441013,4940.0644444550135,118.19448594905116,27.82336155388572
5615459.642444078,22472252.96018067,6656.428167150956,26638.057631624713,30917.74061359919,123728.30226779876,36346966.188775145,145377380.67992,9979.085927275695,23383.90505696145,2756.1713905187253,4660.47766299854,111.46640101429136,26.239548754168208
5614508.528249255,22468446.739471946,6276.256728543423,25116.66681402356,29157.252185669462,116683.08356734383,36350057.962836504,145389753.51014677,9413.70157847557,22059.044841468567,2600.1316349905665,4396.6262212429665,105.12031808623726,24.745660453559754
5613611.723410993,22464857.8569112,5917.810221096865,23682.216011964825,27496.7783128112,110038.10857341415,36352973.68805507,145401421.8185035,8880.190335747819,20808.872597554386,2452.8788773549227,4147.632929286839,99.13465743127618,23.336616713468768
5612766.125723933,22461473.89792367,5579.845863937394,22329.731797100645,25930.662525749452,103770.7409184657,36355723.36588635,145412425.62936085,8376.770792299732,19629.213970213325,2313.9227936440507,3912.6686863325513,93.4890462635581,22.00762171468283
5611968.810304631,22458283.157551114,5261.19211045194,21054.525810236948,24453.565445961987,97859.61318603926,36358316.43213893,145422802.7034527,7901.759602880478,18516.12439119583,2182.799987307957,3690.949923812196,88.16425258754815,20.754148183693143
5611217.0194426235,22455274.599837247,4960.7445503689905,19852.178362056467,23060.447323456177,92284.55702948273,36360761.788683526,145432588.66477132,7453.566234231491,17465.87677778454,2059.072552793833,3481.7361765088726,83.14212251627077,19.57192263720785
5610508.153033801,22452437.8195435,4677.4620491169335,18718.522983392188,21746.551501184356,87026.53699894575,36363067.83341587,145441817.12047428,7030.687981596359,16474.94985502537,1942.326711518724,3284.3277760894957,78.40552089975101,18.456911405896548
5609839.759562525,22449763.00606075,4410.363110569494,17649.63186946347,20507.388760889306,82067.58789572961,36365242.48856599,145450519.77417418,6631.705239361895,15540.01707346198,1832.1715170235732,3098.0636616180764,73.93827510402683,17.40530739978915
5609209.527600866,22447240.909390524,4158.522450114808,16641.802165796777,19338.722506914273,77390.75548004934,36367293.22744208,145458726.53296375,6255.27701426575,14657.9360952743,1728.237626191517,2922.3193017786684,69.72512178702365,16.41351757914592
5608615.2777951965,22444862.8080765,3921.067765761355,15691.54304666114,18236.55474624581,72980.04036520376,36369227.09969277,145466465.60851175,5900.136669979794,13825.738822597878,1630.1761335111912,2756.504723702661,65.75165652350853,15.478151096009867
5608054.955312083,22442620.478974063,3697.176695723479,14795.563539767769,17197.1128247735,68820.34493801561,36371050.755167395,145473763.61254826,5565.08789225886,13040.621942692116,1537.6574654658032,2600.062643464204,62.00428613723576,14.596008073040753
5607526.622717047,22440506.168752152,3486.0739516144504,13950.761053725573,16216.836881440846,64897.423152167605,36372770.46644987,145480645.64704207,5249.000864228332,12299.937965525027,1450.3703322300034,2452.466693478792,58.47018360422991,13.764068987603123
5607028.45326132,22438512.56702781,3287.028617018723,13154.210567320126,15292.367983619652,61197.83304769596,36374392.15013801,145487135.38935727,4950.808641768726,11601.186730243533,1368.0207339583828,2313.2197422121644,55.137245396898884,12.979484630433523
5606558.724553115,22436632.781039562,3099.3516018197447,12403.154442103727,14420.53690866143,57708.891856390386,36375921.386936374,145493255.17266205,4669.503719338707,10942.007357896486,1290.3310190511047,2181.8523017786156,51.994051144306816,12.239566609539194
5606115.812591342,22434860.311771188,2922.3932432278853,11694.992822057993,13598.353538159236,54418.63355917209,36377363.44062724,145499026.0618477,4404.134776957847,10320.17062866773,1217.0389918832084,2057.9210191786365,49.02982548944887,11.54177837127808
5605698.186140938,22433189.03144261,2755.541044986923,11027.274586226962,12822.996832988889,51315.76876766648,36378723.27598105,145504467.9252036,4153.803599445409,9733.571762755215,1147.8970675840255,1941.0072470947448,46.2344020297414,10.883726711834418
5605304.401430188,22431613.162289362,2598.2175467393,10397.68882222664,12091.805358687385,48389.646808145226,36380005.57566435,145509599.50208035,3917.662159380033,9180.223584895848,1082.6714715515648,1830.7156903307662,43.59818923216223,10.263153753533297
5604933.0971515775,22430127.25655672,2449.8783160018984,9804.056790424056,11402.268332166506,45630.21989177603,36381214.75620022,145514438.46676117,3694.909855606407,8658.250053382277,1021.1414814833024,1726.6731241431473,41.112138219537115,9.677929361629046
5604582.989748731,22428726.177638706,2310.0100556474,9244.324350352834,10752.017162150236,43028.00926068324,36382354.98303343,145519001.48875034,3484.790899467886,8165.88013524456,963.0987097993201,1628.5271808726784,38.76771232936613,9.126043978355206
5604252.868973047,22427405.082296386,2178.128820202965,8716.55482259988,10138.817457064692,40574.07320468548,36383430.18474965,145523304.2896764,3286.5918412877936,7701.442010075376,908.3464244259386,1535.9452014409155,36.55685835131081,8.605601852136648
5603941.593694539,22426159.4038935,2053.7783346697856,8218.922260965683,9560.561475398816,38259.97684873691,36384444.06649535,145527361.69699687,3099.63922995636,7263.3575857605,856.6989059977354,1448.6131484273405,34.47197935401996,8.114814640937096
5603648.087952339,22424984.8365911,1936.528409935458,7749.705111175046,9015.26099479289,36077.763616056356,36385400.12264289,145531187.69468173,2923.2973988043614,6850.137310135812,807.9808396229795,1366.2345775906492,32.50590901635598,7.651995369747382
5603371.33723109,22423877.320446238,1825.9734491975655,7307.280233801439,8501.040577300693,34019.92827668573,36386301.64874237,145534795.47104335,2756.9663712583097,6460.37526332736,762.026739441974,1288.5296648403678,30.651887382295833,7.215552723211272
5603110.384950305,22422833.027362905,1721.7310401427019,6890.117270372154,8016.131209410137,32079.391495777443,36387151.7528001,145538197.463871,2600.0798800752477,6092.744516241531,718.6804042894909,1215.234285803143,28.903537962822362,6.803985655337146
5602864.329154488,22421848.347846355,1623.4406279316513,6496.773332847959,7558.864296497663,30249.47580027413,36387953.36592104,145541405.4030206,2452.1034942477404,5745.992741357843,677.7944028513817,1146.0991452614537,27.254846111994468,6.415878299155489
5602632.319392503,22420919.878514808,1530.762264329755,6125.887997824708,7127.6659924342275,28523.882886816307,36388709.252350695,145544430.35060063,2312.5328479514646,5418.938062637281,639.2295867815219,1080.8889538711367,25.700138608092058,6.0498951600548265
5602413.553775374,22420044.410325177,1443.3754285927414,5776.178587889885,6721.0518460567555,26896.67219769962,36389422.01894994,145547282.7388893,2180.8919661789287,5110.465131994385,602.8546303185025,1019.3816496879816,24.234064374276375,5.704776577363262
5602207.2762022745,22419218.9174719,1360.9779159735208,5446.435723588418,6337.621747169628,25362.240695507633,36390094.12413455,145549972.40610906,2056.731681963372,4819.521420391817,568.5455950119283,961.3676621527771,22.851576276592972,5.3793344395399245
5602012.773745098,22418440.54692036,1283.2847899556018,5135.5191304131595,5976.055155647369,23915.303770674553,36390727.886309266,145552508.63017863,1939.6281403469395,4545.113712202026,536.1855182358497,906.6492162986007,21.547913940376738,5.072448139101527
5601829.374182518,22417706.60853855,1210.0273945447989,4842.353686139923,5635.106598073753,22550.87721968973,36391325.49182483,145554900.1605557,1829.1813844869584,4286.304792042419,505.6640242317784,855.0396750539342,20.318587529201057,4.783060754134911
5601656.44367499,22417014.565792784,1140.9524231636178,4565.925694678208,5313.601417175338,21264.260234948742,36391889.002484635,145557155.24827766,1725.0140195237802,4042.2103138285174,476.87695648597105,806.362917620416,19.159362433450763,4.510175443937946
5601493.384572628,22416362.026975118,1075.8210408929244,4305.2793734099805,5010.431760090528,20051.01935038951,36392420.36262635,145559281.67430115,1626.7699500533993,3811.9958423045587,449.7260303052607,760.4527520048111,18.06624481839615,4.252852046989749
5601339.633348349,22415746.736932103,1014.4080569939738,4059.5135417431625,4724.5527922600595,18906.973290032554,36392921.40580236,145561286.77623618,1534.1131872581836,3594.874057803333,424.1185045127347,717.1523598811973,17.035467984307797,4.010203870077902
5601194.658649122,22415166.56926618,956.5011448213108,3827.7784993164896,4454.979124432848,17828.178669377932,36393393.861081585,145563177.4735652,1446.7267219498112,3390.102115457524,399.96687123907327,676.3137720515474,16.063479493684206,3.781394658006511
5601057.959458576,22414619.518982675,901.9001064041037,3609.2730829609413,4200.781440953825,16810.916502303437,36393839.35899403,145564960.29143214,1364.3114599701819,3196.9791505339467,377.1885628374383,637.797372860942,15.146929023071685,3.5656357338755864
5600929.063364568,22414103.69555689,850.4161791307529,3403.2418921523604,3961.083318139263,15851.679468665281,36394259.437138125,145566641.38308236,1286.5852165789477,3014.8439219906163,355.7056749995186,601.4714320077129,14.282656899243007,3.3621833004606874
5600807.5249257535,22413617.316397328,801.8713821197316,3208.9726732825966,3735.0582221514874,14947.159900229224,36394655.54546994,145568226.55102924,1213.2817666306796,2843.0725867651827,335.4447051977645,567.2116622690168,13.467683281673496,3.1703358937330566
5600692.92413145,22413158.70068232,756.097899999075,3025.7938536346296,3521.926676360285,14094.238444862822,36395029.05129215,145569721.26701927,1144.1499475108492,2681.076597692637,316.3363056240679,534.9008017388018,12.699197955315059,2.989431980045845
5600584.864949501,22412726.263548754,712.9375019482889,2853.0722164727586,3320.9535887240713,13289.973371103466,36395381.243959785,145571130.69086376,1078.952811958062,2528.300718321039,298.31504983823044,504.4282192479912,11.974550699624972,2.818847688972564
5600482.973957079,22412318.51061278,672.2409939801458,2690.2107091539965,3131.445730241322,12531.590477287671,36395713.339318655,145572459.68820086,1017.4668280506281,2384.22114824702,281.31921238060244,475.6895417061013,11.291242201661843,2.6579946742206935
5600386.899049708,22411934.03280347,633.867702556355,2536.646376633064,2952.749356013219,11816.473571389703,36396026.48389168,145573712.84724858,959.4811237788803,2248.343752928686,265.29056064233845,448.5863021695615,10.646915482820496,2.5063180954575346
5600296.308224012,22411571.501491603,597.6849877408341,2391.848413172576,2784.2479609231677,11142.155489577344,36396321.758827284,145574894.49460572,904.7967737609702,2120.2023922529584,250.17415832388065,423.0256075048543,10.039347810444944,2.363294714277941
5600210.888430007,22411229.663896658,563.5677841976935,2255.3163254837164,2625.3601623790178,10506.309623254125,36396600.18362337,145576008.71015468,853.2261257894436,1999.3573424380354,235.91817984762952,398.91982457435756,9.466443067138771,2.228431097915469
5600130.344488926,22410907.338756133,531.3981684384268,2126.578200912419,2475.5377029806546,9906.741926025456,36396862.719639614,145577059.341117,804.5921650190272,1885.3938061401784,222.47373512436135,376.186283929591,8.92622455208866,2.1012619246508253
5600054.398072862,22410603.41224221,501.06495081454693,2005.1890746532279,2334.2635663702745,9341.383373605393,36397110.27340991,145578050.0153096,758.7279137230145,1777.9205059080812,209.79470410488145,354.74700005055723,8.416828190134227,1.9813483852050913
5599982.786742675,22410316.834111616,472.46329083834246,1890.7293903188938,2201.0501998961563,8808.2828511755,36397343.69976655,145578984.15364698,715.475864656684,1676.5683563883106,197.83758057873152,334.5284072211532,7.936496125658934,1.8682766747210788
5599915.26304085,22410046.61407535,445.49433449586087,1782.8035485196754,2075.437838074209,8305.600444121728,36397563.80478653,145579864.9819321,674.6874461715988,1580.989210932306,186.56132471056947,315.4611101793254,7.483570679646933,1.7616565702351
5599851.593636153,22409791.818375755,420.0648722929577,1681.0385384133483,1956.9929211659603,7831.60110941349,36397771.34857034,145580695.5419765,636.22251732465,1490.854678489803,175.9272238321771,297.4796487268684,7.056488649452312,1.6611200888243456
5599791.55851714,22409551.56655901,396.08701684754453,1585.0826474762625,1845.3066035079557,7384.6487061548105,36397967.047862455,145581478.70208746,599.9488913205944,1405.855006895888,165.89876103399374,280.52227552763316,6.653775931964266,1.5663202218826981
5599734.9502317095,22409325.02843197,373.47789890929374,1494.6042450184018,1739.993346526669,6963.200365034582,36398151.57852281,145582217.16695806,565.7418857168125,1325.6980288697268,156.44149112468398,264.5307463645241,6.27404245192705,1.4769297412309623
5599681.5731700845,22409111.42119276,352.1593807522505,1409.2906352222915,1640.6895916558608,6565.801177534804,36398325.577857465,145582913.48699456,533.4838979043209,1250.108167242924,147.5229235505883,249.4501221651323,5.915977378190675,1.3926400730069166
5599631.24288874,22408910.00672521,332.05778594629703,1328.8469757276912,1547.052508640725,6191.079186825782,36398489.64681663,145583570.06711233,503.06400445993324,1178.8254961249336,139.11241188903495,235.2285821432722,5.578344611629927,1.313160235506961
5599583.785472927,22408720.089047782,313.10364457041874,1252.9952580121353,1458.7588149659118,5837.740663288742,36398644.3520675,145584189.175031,474.37758304108155,1111.6048548924903,131.1810495504692,221.81724743915908,5.259978529378465,1.2382158373651564
5599539.036935599,22408541.01190816,295.23145298444774,1181.47334603238,1375.5036623834044,5504.565648562295,36398790.22794899,145584772.94909734,447.3259555674047,1048.2150120601366,123.70157134423557,209.17001467458107,4.9597799708841,1.1675481326577486
5599496.842650659,22408372.15651519,278.3794473265892,1114.0340697944393,1296.9995867419534,5190.403752912542,36398927.77831523,145585323.40566218,421.81605150196424,988.4378762500314,116.64826058168423,197.24339887126797,4.676712452103575,1.100913129712459
5599457.056818569,22408212.93940031,262.4893899517534,1050.444370710844,1222.9755175330758,4894.170191580175,36399057.478273906,145585842.44603747,397.7600901100617,932.0677516318074,109.99686140811414,185.99638521082844,4.409798594922642,1.0380807505825085
5599419.54196246,22408062.810401097,247.50636807069213,990.4844957837427,1153.175843770119,4614.842046564327,36399179.77582566,145586331.86305663,375.07528063527974,878.9106353477007,103.72449607196413,175.3902891432,4.158116759612458,0.9788340383160351
5599384.168453024,22407921.250759903,233.37860389232222,933.9472378220905,1087.3595330072455,4351.454741064643,36399295.09341004,145586793.34726128,353.6835393907266,828.7835545749316,97.80958685566212,165.38862437761154,3.9207978688184046,0.9229684093128654
5599350.814060526,22407787.7713311,220.0572756115755,880.637219061052,1025.2993004849855,4103.098714522596,36399403.82936334,145587228.4927354,333.51122281869885,781.5139410067391,92.23178240769109,155.9569783156703,3.6970224122246353,0.8702909482129286
5599319.363532392,22407661.910890646,207.49634862276798,830.3702157024477,966.780825558802,3868.916286882547,36399506.35929339,145587638.80260685,314.488875624244,736.9390406559535,86.97188822976717,147.06289451043023,3.4860176216489513,0.8206197429045193
5599289.708194916,22407543.234542172,195.65241637397733,782.9725210371146,911.6020127274754,3648.0987013347817,36399603.03737594,145588025.69423553,296.550993137559,694.9053570008775,82.01180108659528,138.67576175824217,3.2870548068999272,0.7737832573765095
5599261.745577704,22407431.332214057,184.4845503113747,738.2803449439405,859.5722947295234,3439.8833354087265,36399694.197577216,145588390.50410566,279.63579710694404,655.2681256028686,77.33444711850619,130.76670945189738,3.099446843273417,0.7296197402669563
5599235.37905956,22407325.817242324,173.95415839399314,696.1392476865406,810.511975318846,3243.5510708566417,36399780.15480669,145588734.4924392,263.6850241682816,617.8908184287137,72.92372344942714,123.3085088441158,2.9225458020803803,0.6879766670817453
5599210.517534586,22407226.325034425,164.0248516891434,656.4036060475091,764.25160946576,3058.4238133082854,36399861.20600422,145589058.8475463,248.64372627886237,582.6446762089533,68.76444309412847,116.27547988986089,2.755740716084077,0.6487102141713285
5599187.07509735,22407132.51180931,154.66231858670997,618.9361099523229,720.6314188570127,2883.8621531869585,36399937.63116516,145589364.68992764,234.4600824429533,549.4082672560465,64.84228297955717,109.6434033543404,2.598455472183584,0.6116847626616572
5599164.970746023,22407044.05340943,145.83420619697665,583.6072878406843,679.5007406886534,2719.2631598587272,36400009.694307044,145589653.07614297,221.0852210939213,518.06707125395,61.14373490534689,103.38943789093248,2.4501468241138435,0.5767724306373917
5599144.128102459,22406960.644180562,137.51000852153194,550.2950591427458,640.7175078591835,2564.0583014409913,36400077.64438111,145589925.00245896,208.47305253310049,488.5130866135761,57.65605927831242,97.49204180971,2.310302518341422,0.5438526319717455
5599124.475148266,22406881.995915566,129.6609610102799,518.884312311599,604.1477587775715,2417.711483125441,36400141.716131896,145590181.4082891,196.58011085903027,460.64446006695465,54.36724146492613,91.93089927277465,2.178439526721224,0.5128116602881982
5599105.943975935,22406807.836858463,122.25994113971055,489.2665069519705,569.6651751018703,2279.7171972752167,36400202.130907774,145590423.17943743,185.36540485229665,434.36513724698176,51.265950614460635,86.6868506673011,2.0541023798437434,0.4835422966250883
